Year,Exporting country,Importing country,Product,Value of the trade flow (thousands current USD),Quantity (in metric tons),description,Product category,hs4,hs2
2019,Fiji,Nauru,Aluminium and articles thereof,0.112,0.045,Aluminium: articles n.e.c. in heading 7616,761699,7616,76
2019,Fiji,New Caledonia,Aluminium and articles thereof,0.304,0.079,"Aluminium: foil, (not backed), of a thickness not exceeding 0.2mm, not rolled",760719,7607,76
2019,Fiji,New Caledonia,Aluminium and articles thereof,1.103,0.478,"Aluminium: structures (excluding prefabricated buildings of heading no. 9406) and parts of structures, doors, windows and their frames and thresholds for doors",761010,7610,76
2019,Fiji,Vanuatu,Aluminium and articles thereof,1.747,0.079,"Aluminium: alloys, bars, rods and profiles, other than hollow",760429,7604,76
2019,Fiji,Vanuatu,Aluminium and articles thereof,11.816,0.5,"Aluminium: plates, sheets and strip, thickness exceeding 0.2mm, alloys, rectangular (including square)",760612,7606,76
2019,Fiji,Vanuatu,Aluminium and articles thereof,3.041,0.797,"Aluminium: foil, (not backed), of a thickness not exceeding 0.2mm, not rolled",760719,7607,76
2019,Fiji,Vanuatu,Aluminium and articles thereof,48.144,11.767,"Aluminium: structures (excluding prefabricated buildings of heading no. 9406) and parts of structures, doors, windows and their frames and thresholds for doors",761010,7610,76
2019,Fiji,Vanuatu,Aluminium and articles thereof,2.317,0.1,"Aluminium: casks, drums, cans, boxes and the like for any material (not compressed or liquefied gas), 300l capacity or less, whether or not lined or heat-insulated, no mechanical or thermal equipment",761290,7612,76
2019,Fiji,Vanuatu,Aluminium and articles thereof,0.468,0.05,Aluminium: articles n.e.c. in heading 7616,761699,7616,76
2019,Fiji,New Zealand,Aluminium and articles thereof,69.593,60.635,Aluminium: waste and scrap,760200,7602,76
2019,Fiji,New Zealand,Aluminium and articles thereof,0.017,0.015,"Aluminium: (not alloyed), bars, rods and profiles",760410,7604,76
2019,Fiji,New Zealand,Aluminium and articles thereof,0.616,0.029,"Aluminium: foil, (not backed), rolled (but not further worked), of a thickness not exceeding 0.2mm",760711,7607,76
2019,Fiji,New Zealand,Aluminium and articles thereof,0.439,0.034,"Aluminium: foil, (not backed), of a thickness not exceeding 0.2mm, not rolled",760719,7607,76
2019,Fiji,New Zealand,Aluminium and articles thereof,6.113,0.058,"Aluminium: tubes and pipes, alloys",760820,7608,76
2019,Fiji,New Zealand,Aluminium and articles thereof,16.531,0.16,"Aluminium: tube or pipe fittings (e.g. couplings, elbows, sleeves)",760900,7609,76
2019,Fiji,New Zealand,Aluminium and articles thereof,0.915,0.14,"Aluminium: casks, drums, cans, boxes and the like for any material (not compressed or liquefied gas), 300l capacity or less, whether or not lined or heat-insulated, no mechanical or thermal equipment",761290,7612,76
2019,Fiji,New Zealand,Aluminium and articles thereof,1.05,0.208,"Aluminium: table, kitchen or other household articles and parts thereof: pot scourers and scouring or polishing pads, gloves and the like",761510,7615,76
2019,Fiji,New Zealand,Aluminium and articles thereof,23.8,0.612,Aluminium: articles n.e.c. in heading 7616,761699,7616,76
2019,Fiji,Marshall Isds,Aluminium and articles thereof,82.25,7.524,Aluminium: containers for compressed or liquefied gas,761300,7613,76
2019,Fiji,Papua New Guinea,Aluminium and articles thereof,23.517,2.577,"Aluminium: foil, (not backed), rolled (but not further worked), of a thickness not exceeding 0.2mm",760711,7607,76
2019,Fiji,Papua New Guinea,Aluminium and articles thereof,22.384,0.7,"Aluminium: structures (excluding prefabricated buildings of heading no. 9406) and parts of structures, n.e.c. in heading no. 7610, plates, rods, profiles, tubes and the like",761090,7610,76
2019,Fiji,India,Aluminium and articles thereof,12.965,10.2,Aluminium: waste and scrap,760200,7602,76
2019,Fiji,Singapore,Aluminium and articles thereof,0.111,0.001,"Aluminium: foil, (not backed), of a thickness not exceeding 0.2mm, not rolled",760719,7607,76
2019,Fiji,Singapore,Aluminium and articles thereof,5.079,0.756,"Aluminium: table, kitchen or other household articles and parts thereof: pot scourers and scouring or polishing pads, gloves and the like",761510,7615,76
2019,Fiji,Viet Nam,Aluminium and articles thereof,0.063,0.018,"Aluminium: structures (excluding prefabricated buildings of heading no. 9406) and parts of structures, doors, windows and their frames and thresholds for doors",761010,7610,76
2019,Fiji,Tonga,Aluminium and articles thereof,0.133,0.05,"Aluminium: alloys, bars, rods and profiles, other than hollow",760429,7604,76
2019,Fiji,Tonga,Aluminium and articles thereof,3.19,0.822,"Aluminium: foil, (not backed), rolled (but not further worked), of a thickness not exceeding 0.2mm",760711,7607,76
2019,Fiji,Tonga,Aluminium and articles thereof,4.899,2.086,"Aluminium: structures (excluding prefabricated buildings of heading no. 9406) and parts of structures, doors, windows and their frames and thresholds for doors",761010,7610,76
2019,Fiji,Tonga,Aluminium and articles thereof,0.217,1.0,"Aluminium: casks, drums, cans, boxes and the like for any material (not compressed or liquefied gas), 300l capacity or less, whether or not lined or heat-insulated, no mechanical or thermal equipment",761290,7612,76
2019,Fiji,Tonga,Aluminium and articles thereof,0.596,0.15,"Aluminium: table, kitchen or other household articles and parts thereof: pot scourers and scouring or polishing pads, gloves and the like",761510,7615,76
2019,Fiji,Tonga,Aluminium and articles thereof,1.778,0.895,Aluminium: articles n.e.c. in heading 7616,761699,7616,76
2019,Fiji,Tuvalu,Aluminium and articles thereof,44.629,3.727,"Aluminium: alloys, bars, rods and profiles, other than hollow",760429,7604,76
2019,Fiji,Tuvalu,Aluminium and articles thereof,1.419,1.776,"Aluminium: foil, (not backed), of a thickness not exceeding 0.2mm, not rolled",760719,7607,76
2019,Fiji,Tuvalu,Aluminium and articles thereof,2.293,2.432,"Aluminium: foil, backed with paper, paperboard, plastics or similar backing materials, of a thickness (excluding any backing) not exceeding 0.2mm",760720,7607,76
2019,Fiji,Tuvalu,Aluminium and articles thereof,231.843,113.429,"Aluminium: structures (excluding prefabricated buildings of heading no. 9406) and parts of structures, doors, windows and their frames and thresholds for doors",761010,7610,76
2019,Fiji,Tuvalu,Aluminium and articles thereof,12.921,7.901,"Aluminium: structures (excluding prefabricated buildings of heading no. 9406) and parts of structures, n.e.c. in heading no. 7610, plates, rods, profiles, tubes and the like",761090,7610,76
2019,Fiji,Tuvalu,Aluminium and articles thereof,4.441,4.401,"Aluminium: table, kitchen or other household articles and parts thereof: pot scourers and scouring or polishing pads, gloves and the like",761510,7615,76
2019,Fiji,Tuvalu,Aluminium and articles thereof,0.124,0.902,"Aluminium: nails, tacks, staples (other than those of heading no. 8305), screws, bolts, nuts, screw hooks, rivets, cotters, cotter-pins, washers and similar articles",761610,7616,76
2019,Fiji,Tuvalu,Aluminium and articles thereof,1.708,1.099,Aluminium: articles n.e.c. in heading 7616,761699,7616,76
2019,Fiji,USA,Aluminium and articles thereof,15.357,0.134,"Aluminium: alloys, bars, rods and profiles, other than hollow",760429,7604,76
2019,Fiji,USA,Aluminium and articles thereof,1.86,0.225,"Aluminium: table, kitchen or other household articles and parts thereof: pot scourers and scouring or polishing pads, gloves and the like",761510,7615,76
2019,Fiji,USA,Aluminium and articles thereof,12.882,0.134,Aluminium: articles n.e.c. in heading 7616,761699,7616,76
2019,Fiji,Wallis and Futuna Isds,Aluminium and articles thereof,0.055,0.001,"Aluminium: alloys, bars, rods and profiles, other than hollow",760429,7604,76
2019,Fiji,Wallis and Futuna Isds,Aluminium and articles thereof,0.305,0.03,"Aluminium: foil, (not backed), of a thickness not exceeding 0.2mm, not rolled",760719,7607,76
2019,Fiji,Wallis and Futuna Isds,Aluminium and articles thereof,8.867,0.844,"Aluminium: structures (excluding prefabricated buildings of heading no. 9406) and parts of structures, doors, windows and their frames and thresholds for doors",761010,7610,76
2019,Fiji,Wallis and Futuna Isds,Aluminium and articles thereof,16.833,10.651,"Aluminium: structures (excluding prefabricated buildings of heading no. 9406) and parts of structures, n.e.c. in heading no. 7610, plates, rods, profiles, tubes and the like",761090,7610,76
2019,Fiji,Wallis and Futuna Isds,Aluminium and articles thereof,1.105,0.197,"Aluminium: table, kitchen or other household articles and parts thereof: pot scourers and scouring or polishing pads, gloves and the like",761510,7615,76
2019,Fiji,Wallis and Futuna Isds,Aluminium and articles thereof,1.147,2.673,Aluminium: articles n.e.c. in heading 7616,761699,7616,76
2019,Fiji,Samoa,Aluminium and articles thereof,0.49,0.01,"Aluminium: plates, sheets and strip, thickness exceeding 0.2mm, alloys, rectangular (including square)",760612,7606,76
2019,Fiji,Samoa,Aluminium and articles thereof,0.977,0.334,"Aluminium: foil, backed with paper, paperboard, plastics or similar backing materials, of a thickness (excluding any backing) not exceeding 0.2mm",760720,7607,76
2019,Fiji,Samoa,Aluminium and articles thereof,95.324,8.592,"Aluminium: structures (excluding prefabricated buildings of heading no. 9406) and parts of structures, doors, windows and their frames and thresholds for doors",761010,7610,76
2019,Fiji,Samoa,Aluminium and articles thereof,15.347,1.38,"Aluminium: structures (excluding prefabricated buildings of heading no. 9406) and parts of structures, n.e.c. in heading no. 7610, plates, rods, profiles, tubes and the like",761090,7610,76
2019,Fiji,Samoa,Aluminium and articles thereof,0.937,0.701,Aluminium: articles n.e.c. in heading 7616,761699,7616,76
2019,Kiribati,Canada,Aluminium and articles thereof,0.487,0.039,"Aluminium: tubes and pipes, alloys",760820,7608,76
2019,Kiribati,Fiji,Aluminium and articles thereof,0.132,0.015,"Aluminium: table, kitchen or other household articles and parts thereof: pot scourers and scouring or polishing pads, gloves and the like",761510,7615,76
2019,Kiribati,Rep. of Korea,Aluminium and articles thereof,48.571,45.0,Aluminium: waste and scrap,760200,7602,76
2019,Kiribati,USA,Aluminium and articles thereof,7.852,5.636,Aluminium: waste and scrap,760200,7602,76
2019,Nauru,Rep. of Korea,Aluminium and articles thereof,0.195,1.0,Aluminium: waste and scrap,760200,7602,76
2019,Vanuatu,Australia,Aluminium and articles thereof,55.127,52.843,Aluminium: waste and scrap,760200,7602,76
2019,Vanuatu,China,Aluminium and articles thereof,0.08,0.062,Aluminium: articles n.e.c. in heading 7616,761699,7616,76
2019,Niue,Canada,Aluminium and articles thereof,0.179,0.007,"Aluminium: nails, tacks, staples (other than those of heading no. 8305), screws, bolts, nuts, screw hooks, rivets, cotters, cotter-pins, washers and similar articles",761610,7616,76
2019,Niue,Colombia,Aluminium and articles thereof,0.25,0.022,"Aluminium: table, kitchen or other household articles and parts thereof: pot scourers and scouring or polishing pads, gloves and the like",761510,7615,76
2019,Niue,Rep. of Korea,Aluminium and articles thereof,0.211,0.01,"Aluminium: nails, tacks, staples (other than those of heading no. 8305), screws, bolts, nuts, screw hooks, rivets, cotters, cotter-pins, washers and similar articles",761610,7616,76
2019,Niue,Singapore,Aluminium and articles thereof,0.744,0.028,"Aluminium: nails, tacks, staples (other than those of heading no. 8305), screws, bolts, nuts, screw hooks, rivets, cotters, cotter-pins, washers and similar articles",761610,7616,76
2019,Niue,Singapore,Aluminium and articles thereof,0.367,0.031,Aluminium: articles n.e.c. in heading 7616,761699,7616,76
2019,Niue,United Arab Emirates,Aluminium and articles thereof,2.135,0.049,"Aluminium: nails, tacks, staples (other than those of heading no. 8305), screws, bolts, nuts, screw hooks, rivets, cotters, cotter-pins, washers and similar articles",761610,7616,76
2019,Niue,Turkey,Aluminium and articles thereof,0.593,0.006,Aluminium: articles n.e.c. in heading 7616,761699,7616,76
2019,FS Micronesia,Japan,Aluminium and articles thereof,2.509,0.311,"Aluminium: plates, sheets and strip, thickness exceeding 0.2mm, (not alloyed), rectangular (including square)",760611,7606,76
2019,FS Micronesia,Rep. of Korea,Aluminium and articles thereof,61.26,56.761,Aluminium: waste and scrap,760200,7602,76
2019,FS Micronesia,"Other Asia, nes",Aluminium and articles thereof,36.422,35.013,Aluminium: waste and scrap,760200,7602,76
2019,Marshall Isds,Ghana,Aluminium and articles thereof,0.655,0.116,"Aluminium: structures (excluding prefabricated buildings of heading no. 9406) and parts of structures, doors, windows and their frames and thresholds for doors",761010,7610,76
2019,Marshall Isds,Israel,Aluminium and articles thereof,11.0,1.637,"Aluminium: table, kitchen or other household articles and parts thereof: pot scourers and scouring or polishing pads, gloves and the like",761510,7615,76
2019,Marshall Isds,Rep. of Korea,Aluminium and articles thereof,79.337,78.289,Aluminium: waste and scrap,760200,7602,76
2019,Marshall Isds,Pakistan,Aluminium and articles thereof,19.362,8.78,"Aluminium: foil, (not backed), rolled (but not further worked), of a thickness not exceeding 0.2mm",760711,7607,76
2019,Marshall Isds,Zimbabwe,Aluminium and articles thereof,0.081,0.086,"Aluminium: table, kitchen or other household articles and parts thereof: pot scourers and scouring or polishing pads, gloves and the like",761510,7615,76
2019,Marshall Isds,Spain,Aluminium and articles thereof,2.295,0.41,"Aluminium: casks, drums, cans, boxes and the like for any material (not compressed or liquefied gas), 300l capacity or less, whether or not lined or heat-insulated, no mechanical or thermal equipment",761290,7612,76
2019,Marshall Isds,USA,Aluminium and articles thereof,3.113,13.608,Aluminium: waste and scrap,760200,7602,76
2019,Palau,"Other Asia, nes",Aluminium and articles thereof,146.685,175.806,Aluminium: waste and scrap,760200,7602,76
2019,Papua New Guinea,Australia,Aluminium and articles thereof,597.809,627.063,Aluminium: waste and scrap,760200,7602,76
2019,Papua New Guinea,Australia,Aluminium and articles thereof,38.374,2.496,Aluminium: containers for compressed or liquefied gas,761300,7613,76
2019,Papua New Guinea,Canada,Aluminium and articles thereof,3.005,,Aluminium: containers for compressed or liquefied gas,761300,7613,76
2019,Papua New Guinea,Germany,Aluminium and articles thereof,1602.575,1254.452,Aluminium: waste and scrap,760200,7602,76
2019,Papua New Guinea,Rep. of Korea,Aluminium and articles thereof,3889.31,3565.213,Aluminium: waste and scrap,760200,7602,76
2019,Papua New Guinea,Malaysia,Aluminium and articles thereof,939.509,873.261,Aluminium: waste and scrap,760200,7602,76
2019,Papua New Guinea,New Zealand,Aluminium and articles thereof,0.324,0.01,Aluminium: articles n.e.c. in heading 7616,761699,7616,76
2019,Papua New Guinea,Singapore,Aluminium and articles thereof,605.422,243.23,Aluminium: waste and scrap,760200,7602,76
2019,Papua New Guinea,Singapore,Aluminium and articles thereof,1.449,0.361,"Aluminium: foil, backed with paper, paperboard, plastics or similar backing materials, of a thickness (excluding any backing) not exceeding 0.2mm",760720,7607,76
2019,Papua New Guinea,Singapore,Aluminium and articles thereof,0.437,0.009,"Aluminium: stranded wire, cables, plaited bands and the like, (not electrically insulated), other than steel core",761490,7614,76
2019,Papua New Guinea,Switzerland,Aluminium and articles thereof,2.728,0.09,Aluminium: articles n.e.c. in heading 7616,761699,7616,76
2019,Papua New Guinea,Thailand,Aluminium and articles thereof,0.009,0.002,"Aluminium: plates, sheets and strip, thickness exceeding 0.2mm, alloys, rectangular (including square)",760612,7606,76
2019,Papua New Guinea,Thailand,Aluminium and articles thereof,0.004,,"Aluminium: foil, (not backed), of a thickness not exceeding 0.2mm, not rolled",760719,7607,76
2019,Papua New Guinea,Thailand,Aluminium and articles thereof,0.107,0.006,Aluminium: containers for compressed or liquefied gas,761300,7613,76
2019,Papua New Guinea,USA,Aluminium and articles thereof,5.064,0.001,Aluminium: articles n.e.c. in heading 7616,761699,7616,76
2019,Tonga,Australia,Aluminium and articles thereof,24.562,33.77,Aluminium: waste and scrap,760200,7602,76
2019,Tuvalu,Czechia,Aluminium and articles thereof,0.116,0.002,Aluminium: articles n.e.c. in heading 7616,761699,7616,76
2019,Samoa,Australia,Aluminium and articles thereof,79.412,140.545,Aluminium: waste and scrap,760200,7602,76
2019,Samoa,Brazil,Aluminium and articles thereof,97.994,47.154,"Aluminium: unwrought, alloys",760120,7601,76
2019,Samoa,Brazil,Aluminium and articles thereof,17.616,0.02,"Aluminium: foil, (not backed), of a thickness not exceeding 0.2mm, not rolled",760719,7607,76
2019,Samoa,Brazil,Aluminium and articles thereof,4.2,0.007,Aluminium: articles n.e.c. in heading 7616,761699,7616,76
2019,Samoa,Honduras,Aluminium and articles thereof,0.115,0.014,"Aluminium: tubes and pipes, alloys",760820,7608,76
2019,Samoa,New Zealand,Aluminium and articles thereof,10.648,21.0,Aluminium: waste and scrap,760200,7602,76
2019,Samoa,New Zealand,Aluminium and articles thereof,7.344,6.577,Aluminium: containers for compressed or liquefied gas,761300,7613,76
2019,Samoa,USA,Aluminium and articles thereof,10.865,1.307,"Aluminium: tubes and pipes, alloys",760820,7608,76
2019,Fiji,Australia,Lead and articles thereof,0.961,0.723,Lead: waste and scrap,780200,7802,78
2019,Fiji,Samoa,Lead and articles thereof,0.025,0.005,Lead: articles n.e.c. in chapter 78,780600,7806,78
2019,Nauru,France,Lead and articles thereof,0.155,4.16,Lead: articles n.e.c. in chapter 78,780600,7806,78
2019,Papua New Guinea,Australia,Lead and articles thereof,4.05,5.407,Lead: waste and scrap,780200,7802,78
2019,Fiji,Kiribati,Zinc and articles thereof,8.573,3.79,Zinc: articles n.e.c. in chapter 79,790700,7907,79
2019,Fiji,Tuvalu,Zinc and articles thereof,0.34,,"Zinc: bars, rods, profiles and wire",790400,7904,79
2019,Fiji,Tuvalu,Zinc and articles thereof,4.41,0.157,Zinc: articles n.e.c. in chapter 79,790700,7907,79
2019,Marshall Isds,Brazil,Zinc and articles thereof,0.801,0.15,Zinc: articles n.e.c. in chapter 79,790700,7907,79
2019,Samoa,Brazil,Zinc and articles thereof,31.575,4.231,Zinc: articles n.e.c. in chapter 79,790700,7907,79
2019,Papua New Guinea,Malaysia,Tin and articles thereof,7.799,17.046,Tin: waste and scrap,800200,8002,80
2019,Samoa,Brazil,Tin and articles thereof,0.2,0.001,"Tin: unwrought, alloys",800120,8001,80
2019,Samoa,Brazil,Tin and articles thereof,0.12,0.001,Tin: articles n.e.c. in chapter 80,800700,8007,80
2019,Fiji,Philippines,Other base metals; cermets; articles thereof,0.094,0.001,Tungsten (wolfram): articles n.e.c. in heading no. 8101,810199,8101,81
2019,Kiribati,Canada,Other base metals; cermets; articles thereof,3.698,0.07,"Titanium: other than unwrought, n.e.c. in heading no. 8108",810890,8108,81
2019,Nauru,USA,Other base metals; cermets; articles thereof,21.809,0.107,"Titanium: other than unwrought, n.e.c. in heading no. 8108",810890,8108,81
2019,Papua New Guinea,Malaysia,Other base metals; cermets; articles thereof,229.819,1163.731,Tungsten (wolfram): waste and scrap,810197,8101,81
2019,Tonga,South Africa,Other base metals; cermets; articles thereof,0.11,0.034,Magnesium: articles n.e.c. in heading no. 8104,810490,8104,81
2019,Solomon Isds,Canada,Miscellaneous articles of base metal,0.003,,"Mountings, fittings and similar articles: suitable for other than buildings or furniture, of base metal",830249,8302,83
2019,Solomon Isds,France,Miscellaneous articles of base metal,0.165,0.003,Statuettes and other ornaments: of base metal other than plated with precious metal,830629,8306,83
2019,Cook Isds,Canada,Miscellaneous articles of base metal,0.116,,"Hinges: suitable for furniture, doors, staircases, windows, blinds, coachwork, saddlery, trunks, chests, caskets or the like, of base metal",830210,8302,83
2019,Cook Isds,Canada,Miscellaneous articles of base metal,0.431,0.002,"Tubing: flexible, with or without fittings, of iron or steel",830710,8307,83
2019,Cook Isds,Colombia,Miscellaneous articles of base metal,31.36,7.495,"Wire: cored, of base metal, for electric arc-welding",831120,8311,83
2019,Cook Isds,Fiji,Miscellaneous articles of base metal,0.25,0.002,"Hat-racks, hat-pegs, brackets and similar fixtures, of base metal",830250,8302,83
2019,Cook Isds,Singapore,Miscellaneous articles of base metal,1.082,0.191,"Office equipment: filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands and similar office or desk equipment, of base metal, other than office furniture of heading no. 9403",830400,8304,83
2019,Fiji,American Samoa,Miscellaneous articles of base metal,0.01,0.01,"Rods and wire: coated rods and cored wire, of base metal, for soldering, brazing or welding by flame",831130,8311,83
2019,Fiji,Australia,Miscellaneous articles of base metal,0.454,0.043,"Padlocks: (key, combination or electrically operated), of base metal",830110,8301,83
2019,Fiji,Australia,Miscellaneous articles of base metal,1.74,0.094,"Locks: (other than those for motor vehicles or furniture), (key, combination or electrically operated), of base metal",830140,8301,83
2019,Fiji,Australia,Miscellaneous articles of base metal,1.809,0.076,"Keys: presented separately, of base metal",830170,8301,83
2019,Fiji,Australia,Miscellaneous articles of base metal,0.011,0.013,"Mountings, fittings and similar articles: for motor vehicles, of base metal",830230,8302,83
2019,Fiji,Australia,Miscellaneous articles of base metal,0.017,0.08,"Mountings, fittings and similar articles: of base metal, suitable for buildings",830241,8302,83
2019,Fiji,Australia,Miscellaneous articles of base metal,1.267,0.107,"Hat-racks, hat-pegs, brackets and similar fixtures, of base metal",830250,8302,83
2019,Fiji,Australia,Miscellaneous articles of base metal,0.295,0.048,"Office equipment: filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands and similar office or desk equipment, of base metal, other than office furniture of heading no. 9403",830400,8304,83
2019,Fiji,Australia,Miscellaneous articles of base metal,1.447,0.051,Statuettes and other ornaments: of base metal other than plated with precious metal,830629,8306,83
2019,Fiji,Australia,Miscellaneous articles of base metal,0.037,0.045,"Hooks, eyes and eyelets: of base metal, of a kind used for clothing, footwear, awnings, handbags, travel goods or other made up articles",830810,8308,83
2019,Fiji,Australia,Miscellaneous articles of base metal,0.06,0.087,"Clasps, frames with clasps, buckles, buckle clasps: of base metal, of a kind used for clothing & accessories, footwear, jewellery, wrist-watches, books, awnings, leather goods, travel goods, saddlery etc, including parts",830890,8308,83
2019,Fiji,Australia,Miscellaneous articles of base metal,27.67,0.17,"Sign plates, name-plates, address-plates and similar plates, numbers, letters and other symbols: of base metal, excluding those of heading no. 9405",831000,8310,83
2019,Fiji,Australia,Miscellaneous articles of base metal,0.108,0.005,"Electrodes: coated, of base metal, for electric arc-welding",831110,8311,83
2019,Fiji,Australia,Miscellaneous articles of base metal,0.443,0.112,"Wires, rods, tubes, plates, electrodes of base metal or metal carbides: of a kind used for soldering, brazing, welding: wires and rods for metal spraying: n.e.c. in item no. 8311",831190,8311,83
2019,Fiji,Belgium,Miscellaneous articles of base metal,0.381,0.018,Statuettes and other ornaments: of base metal plated with precious metal,830621,8306,83
2019,Fiji,Solomon Isds,Miscellaneous articles of base metal,0.22,0.024,"Keys: presented separately, of base metal",830170,8301,83
2019,Fiji,Solomon Isds,Miscellaneous articles of base metal,2.089,0.85,"Mountings, fittings and similar articles: suitable for furniture of base metal",830242,8302,83
2019,Fiji,Solomon Isds,Miscellaneous articles of base metal,0.908,0.167,"Hat-racks, hat-pegs, brackets and similar fixtures, of base metal",830250,8302,83
2019,Fiji,Solomon Isds,Miscellaneous articles of base metal,0.001,0.023,"Stationery: staples in strips, (e.g. for offices, upholstery, packaging), of base metal",830520,8305,83
2019,Fiji,Solomon Isds,Miscellaneous articles of base metal,0.084,0.062,"Rods and wire: coated rods and cored wire, of base metal, for soldering, brazing or welding by flame",831130,8311,83
2019,Fiji,Sri Lanka,Miscellaneous articles of base metal,0.509,0.033,"Stationery: letter clips, letter corners, paper clips, indexing tags and similar office articles, including parts, of base metal",830590,8305,83
2019,Fiji,China,Miscellaneous articles of base metal,1.706,0.833,"Electrodes: coated, of base metal, for electric arc-welding",831110,8311,83
2019,Fiji,Christmas Isds,Miscellaneous articles of base metal,0.475,0.347,"Padlocks: (key, combination or electrically operated), of base metal",830110,8301,83
2019,Fiji,Christmas Isds,Miscellaneous articles of base metal,0.032,0.112,"Locks: of a kind used for furniture (key, combination or electrically operated), of base metal",830130,8301,83
2019,Fiji,Christmas Isds,Miscellaneous articles of base metal,2.032,1.153,"Locks: (other than those for motor vehicles or furniture), (key, combination or electrically operated), of base metal",830140,8301,83
2019,Fiji,Christmas Isds,Miscellaneous articles of base metal,1.419,0.562,"Hinges: suitable for furniture, doors, staircases, windows, blinds, coachwork, saddlery, trunks, chests, caskets or the like, of base metal",830210,8302,83
2019,Fiji,Christmas Isds,Miscellaneous articles of base metal,0.074,0.005,"Mountings, fittings and similar articles: suitable for furniture of base metal",830242,8302,83
2019,Fiji,Christmas Isds,Miscellaneous articles of base metal,0.928,0.112,"Mountings, fittings and similar articles: suitable for other than buildings or furniture, of base metal",830249,8302,83
2019,Fiji,Christmas Isds,Miscellaneous articles of base metal,0.526,0.25,"Stationery: staples in strips, (e.g. for offices, upholstery, packaging), of base metal",830520,8305,83
2019,Fiji,Christmas Isds,Miscellaneous articles of base metal,0.05,0.13,"Electrodes: coated, of base metal, for electric arc-welding",831110,8311,83
2019,Fiji,Christmas Isds,Miscellaneous articles of base metal,0.282,0.347,"Wires, rods, tubes, plates, electrodes of base metal or metal carbides: of a kind used for soldering, brazing, welding: wires and rods for metal spraying: n.e.c. in item no. 8311",831190,8311,83
2019,Fiji,Cook Isds,Miscellaneous articles of base metal,1.39,0.002,"Locks: (other than those for motor vehicles or furniture), (key, combination or electrically operated), of base metal",830140,8301,83
2019,Fiji,Cook Isds,Miscellaneous articles of base metal,0.09,0.024,"Electrodes: coated, of base metal, for electric arc-welding",831110,8311,83
2019,Fiji,Germany,Miscellaneous articles of base metal,1.575,0.001,"Stoppers: caps and lids, of base metal",830990,8309,83
2019,Fiji,Kiribati,Miscellaneous articles of base metal,4.275,2.643,"Padlocks: (key, combination or electrically operated), of base metal",830110,8301,83
2019,Fiji,Kiribati,Miscellaneous articles of base metal,1.062,0.26,"Locks: of a kind used for furniture (key, combination or electrically operated), of base metal",830130,8301,83
2019,Fiji,Kiribati,Miscellaneous articles of base metal,4.999,5.555,"Locks: (other than those for motor vehicles or furniture), (key, combination or electrically operated), of base metal",830140,8301,83
2019,Fiji,Kiribati,Miscellaneous articles of base metal,11.593,1.46,"Hinges: suitable for furniture, doors, staircases, windows, blinds, coachwork, saddlery, trunks, chests, caskets or the like, of base metal",830210,8302,83
2019,Fiji,Kiribati,Miscellaneous articles of base metal,13.122,4.798,"Mountings, fittings and similar articles: of base metal, suitable for buildings",830241,8302,83
2019,Fiji,Kiribati,Miscellaneous articles of base metal,0.164,0.111,"Mountings, fittings and similar articles: suitable for other than buildings or furniture, of base metal",830249,8302,83
2019,Fiji,Kiribati,Miscellaneous articles of base metal,0.509,0.05,"Office equipment: filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands and similar office or desk equipment, of base metal, other than office furniture of heading no. 9403",830400,8304,83
2019,Fiji,Kiribati,Miscellaneous articles of base metal,0.02,0.002,"Tubing: flexible, with or without fittings, of iron or steel",830710,8307,83
2019,Fiji,Kiribati,Miscellaneous articles of base metal,0.173,0.1,"Hooks, eyes and eyelets: of base metal, of a kind used for clothing, footwear, awnings, handbags, travel goods or other made up articles",830810,8308,83
2019,Fiji,Kiribati,Miscellaneous articles of base metal,0.72,0.675,"Electrodes: coated, of base metal, for electric arc-welding",831110,8311,83
2019,Fiji,Kiribati,Miscellaneous articles of base metal,3.475,2.379,"Wire: cored, of base metal, for electric arc-welding",831120,8311,83
2019,Fiji,Kiribati,Miscellaneous articles of base metal,1.79,2.533,"Wires, rods, tubes, plates, electrodes of base metal or metal carbides: of a kind used for soldering, brazing, welding: wires and rods for metal spraying: n.e.c. in item no. 8311",831190,8311,83
2019,Fiji,Ireland,Miscellaneous articles of base metal,0.045,0.012,Statuettes and other ornaments: of base metal plated with precious metal,830621,8306,83
2019,Fiji,Dem. People's Rep. of Korea,Miscellaneous articles of base metal,0.213,0.067,"Mountings, fittings and similar articles: suitable for other than buildings or furniture, of base metal",830249,8302,83
2019,Fiji,Rep. of Korea,Miscellaneous articles of base metal,16.301,0.6,"Sign plates, name-plates, address-plates and similar plates, numbers, letters and other symbols: of base metal, excluding those of heading no. 9405",831000,8310,83
2019,Fiji,Nauru,Miscellaneous articles of base metal,0.589,0.01,"Locks: (other than those for motor vehicles or furniture), (key, combination or electrically operated), of base metal",830140,8301,83
2019,Fiji,Nauru,Miscellaneous articles of base metal,0.237,0.005,"Hinges: suitable for furniture, doors, staircases, windows, blinds, coachwork, saddlery, trunks, chests, caskets or the like, of base metal",830210,8302,83
