Year,Exporting country,Importing country,Product category,hs4,hs2,Value of the trade flow (thousands current USD),Quantity (in metric tons),Category,code,description
2019,Fiji,Norfolk Isds,271000,2710,27,2715.113,5079.245,"Oil, metals and mineral products",271000,"Petroleum oils and oils from bituminous minerals, not crude: preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals: these being the basic constituents of the preparations: waste oils"
2019,Fiji,Norway,710122,7101,71,11.727,0.004,"Oil, metals and mineral products",710122,"Pearls: cultured, worked, whether or not graded (but not strung, mounted or set), temporarily strung for the convenience of transport"
2019,Fiji,Norway,711610,7116,71,3.28,0.002,"Oil, metals and mineral products",711610,Pearls: articles of natural or cultured pearls
2019,Fiji,FS Micronesia,271000,2710,27,157.273,161.0,"Oil, metals and mineral products",271000,"Petroleum oils and oils from bituminous minerals, not crude: preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals: these being the basic constituents of the preparations: waste oils"
2019,Fiji,FS Micronesia,741820,7418,74,7.008,10.0,"Oil, metals and mineral products",741820,Copper: sanitary ware and parts thereof
2019,Fiji,Marshall Isds,270900,2709,27,50.12,33.2,"Oil, metals and mineral products",270900,"Oils: petroleum oils and oils obtained from bituminous minerals, crude"
2019,Fiji,Marshall Isds,271000,2710,27,1132.833,2014.257,"Oil, metals and mineral products",271000,"Petroleum oils and oils from bituminous minerals, not crude: preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals: these being the basic constituents of the preparations: waste oils"
2019,Fiji,Marshall Isds,271112,2711,27,38.917,60.967,"Oil, metals and mineral products",271112,"Petroleum gases and other gaseous hydrocarbons: liquefied, propane"
2019,Fiji,Marshall Isds,271410,2714,27,39.101,54.12,"Oil, metals and mineral products",271410,Bituminous or oil shale and tar sands
2019,Fiji,Marshall Isds,731100,7311,73,180.977,42.837,"Oil, metals and mineral products",731100,"Containers for compressed or liquefied gas, of iron or steel"
2019,Fiji,Marshall Isds,741820,7418,74,14.088,10.0,"Oil, metals and mineral products",741820,Copper: sanitary ware and parts thereof
2019,Fiji,Marshall Isds,761300,7613,76,82.25,7.524,"Oil, metals and mineral products",761300,Aluminium: containers for compressed or liquefied gas
2019,Fiji,Marshall Isds,820559,8205,82,0.463,0.003,"Oil, metals and mineral products",820559,"Tools, hand: other hand tools (including glaziers diamonds), excluding household tools, drilling, threading or tapping tools, hammers and sledge hammers, planes, chisels, gouges and similar cutting tools for working wood, and screwdrivers"
2019,Fiji,Palau,731439,7314,73,1.39,0.017,"Oil, metals and mineral products",731439,"Iron or steel wire: grill, netting and fencing, welded at the intersection, n.e.c. in item no. 7314.20, (other than plated or coated with zinc)"
2019,Fiji,Pakistan,820551,8205,82,0.037,,"Oil, metals and mineral products",820551,"Tools, hand: household tools"
2019,Fiji,Papua New Guinea,270900,2709,27,17.175,8.36,"Oil, metals and mineral products",270900,"Oils: petroleum oils and oils obtained from bituminous minerals, crude"
2019,Fiji,Papua New Guinea,271000,2710,27,7.512,3.324,"Oil, metals and mineral products",271000,"Petroleum oils and oils from bituminous minerals, not crude: preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals: these being the basic constituents of the preparations: waste oils"
2019,Fiji,Papua New Guinea,271210,2712,27,0.198,0.021,"Oil, metals and mineral products",271210,Petroleum jelly
2019,Fiji,Papua New Guinea,710110,7101,71,11.911,0.008,"Oil, metals and mineral products",710110,"Pearls: natural, whether or not worked or graded (but not strung, mounted or set), temporarily strung for the convenience of transport"
2019,Fiji,Papua New Guinea,711319,7113,71,4.664,0.003,"Oil, metals and mineral products",711319,"Jewellery: of precious metal (excluding silver) whether or not plated or clad with precious metal, and parts thereof"
2019,Fiji,Papua New Guinea,711719,7117,71,2.994,0.005,"Oil, metals and mineral products",711719,"Jewellery: imitation, (excluding cuff links and studs), of base metal, whether or not plated with precious metal"
2019,Fiji,Papua New Guinea,711790,7117,71,30.289,0.09,"Oil, metals and mineral products",711790,"Jewellery: imitation, of other than base metal, whether or not plated with precious metal"
2019,Fiji,Papua New Guinea,730890,7308,73,0.602,0.078,"Oil, metals and mineral products",730890,"Iron or steel: structures and parts thereof, n.e.c. in heading 7308"
2019,Fiji,Papua New Guinea,731439,7314,73,1.39,0.017,"Oil, metals and mineral products",731439,"Iron or steel wire: grill, netting and fencing, welded at the intersection, n.e.c. in item no. 7314.20, (other than plated or coated with zinc)"
2019,Fiji,Papua New Guinea,731815,7318,73,0.032,0.065,"Oil, metals and mineral products",731815,"Iron or steel: threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers"
2019,Fiji,Papua New Guinea,732010,7320,73,0.389,0.3,"Oil, metals and mineral products",732010,Iron or steel: leaf-springs and leaves therefor
2019,Fiji,Papua New Guinea,732111,7321,73,2.086,0.297,"Oil, metals and mineral products",732111,"Cooking appliances and plate warmers: for gas fuel or for both gas and other fuels, of iron or steel"
2019,Fiji,Papua New Guinea,732310,7323,73,258.265,52.998,"Oil, metals and mineral products",732310,"Iron or steel: wool, pot scourers and scouring or polishing pads, gloves and the like"
2019,Fiji,Papua New Guinea,732399,7323,73,17.956,1.115,"Oil, metals and mineral products",732399,"Iron or steel: table, kitchen and other household articles and parts thereof, of iron or steel n.e.c. in heading no. 7323"
2019,Fiji,Papua New Guinea,732619,7326,73,3.329,1.166,"Oil, metals and mineral products",732619,"Iron or steel: articles n.e.c. in item no. 7326.11, forged or stamped, but not further worked"
2019,Fiji,Papua New Guinea,732690,7326,73,14.327,7.882,"Oil, metals and mineral products",732690,Iron or steel: articles n.e.c. in heading 7326
2019,Fiji,Papua New Guinea,740819,7408,74,4.588,0.05,"Oil, metals and mineral products",740819,"Copper: wire, of refined copper, of which the maximum cross-sectional dimension is 6mm or less"
2019,Fiji,Papua New Guinea,741110,7411,74,2.927,0.53,"Oil, metals and mineral products",741110,"Copper: tubes and pipes, of refined copper"
2019,Fiji,Papua New Guinea,741539,7415,74,0.688,0.36,"Oil, metals and mineral products",741539,Copper: articles n.e.c. in heading no. 7415
2019,Fiji,Papua New Guinea,741999,7419,74,1.214,0.16,"Oil, metals and mineral products",741999,Copper: articles n.e.c. in heading no. 7419
2019,Fiji,Papua New Guinea,760711,7607,76,23.517,2.577,"Oil, metals and mineral products",760711,"Aluminium: foil, (not backed), rolled (but not further worked), of a thickness not exceeding 0.2mm"
2019,Fiji,Papua New Guinea,761090,7610,76,22.384,0.7,"Oil, metals and mineral products",761090,"Aluminium: structures (excluding prefabricated buildings of heading no. 9406) and parts of structures, n.e.c. in heading no. 7610, plates, rods, profiles, tubes and the like"
2019,Fiji,Papua New Guinea,820299,8202,82,0.242,1.005,"Oil, metals and mineral products",820299,"Tools, hand: saw blades n.e.c. in heading no. 8202"
2019,Fiji,Papua New Guinea,820310,8203,82,0.015,0.005,"Oil, metals and mineral products",820310,"Tools, hand: files, rasps and similar tools"
2019,Fiji,Papua New Guinea,820320,8203,82,0.062,0.02,"Oil, metals and mineral products",820320,"Tools, hand: pliers (including cutting pliers), pincers, tweezers and similar tools"
2019,Fiji,Papua New Guinea,820559,8205,82,1.306,0.133,"Oil, metals and mineral products",820559,"Tools, hand: other hand tools (including glaziers diamonds), excluding household tools, drilling, threading or tapping tools, hammers and sledge hammers, planes, chisels, gouges and similar cutting tools for working wood, and screwdrivers"
2019,Fiji,Papua New Guinea,820590,8205,82,1.39,0.209,"Oil, metals and mineral products",820590,"Tools, hand: n.e.c. in heading 8205, including anvils, portable forges, hand or pedal-operated grinding wheels with frameworks, and sets of articles of two or more of the subheadings in heading 8205"
2019,Fiji,Papua New Guinea,820740,8207,82,0.04,0.01,"Oil, metals and mineral products",820740,"Tools, interchangeable: (for machine or hand tools, whether or not power-operated), tools for tapping or threading"
2019,Fiji,Papua New Guinea,820790,8207,82,0.261,0.217,"Oil, metals and mineral products",820790,"Tools, interchangeable: (for machine or hand tools, whether or not power-operated), for screw-driving or uses n.e.c. in heading no. 8207"
2019,Fiji,Papua New Guinea,821220,8212,82,469.221,,"Oil, metals and mineral products",821220,"Razors: safety razor blades, including razor blade blanks in strips"
2019,Fiji,Papua New Guinea,830300,8303,83,0.805,0.108,"Oil, metals and mineral products",830300,"Safes: armoured or reinforced, strong-boxes, doors and safe deposit lockers for strong-rooms, cash or deed boxes and the like, of base metal"
2019,Fiji,Papua New Guinea,830629,8306,83,2.048,0.01,"Oil, metals and mineral products",830629,Statuettes and other ornaments: of base metal other than plated with precious metal
2019,Fiji,Papua New Guinea,831130,8311,83,0.254,0.071,"Oil, metals and mineral products",831130,"Rods and wire: coated rods and cored wire, of base metal, for soldering, brazing or welding by flame"
2019,Fiji,Philippines,731815,7318,73,0.095,0.002,"Oil, metals and mineral products",731815,"Iron or steel: threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers"
2019,Fiji,Philippines,732690,7326,73,0.496,0.088,"Oil, metals and mineral products",732690,Iron or steel: articles n.e.c. in heading 7326
2019,Fiji,Philippines,810199,8101,81,0.094,0.001,"Oil, metals and mineral products",810199,Tungsten (wolfram): articles n.e.c. in heading no. 8101
2019,Fiji,Philippines,820340,8203,82,0.457,0.06,"Oil, metals and mineral products",820340,"Tools, hand: pipe-cutters, bolt croppers, perforating punches and similar tools"
2019,Fiji,Philippines,830400,8304,83,55.612,1.5,"Oil, metals and mineral products",830400,"Office equipment: filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands and similar office or desk equipment, of base metal, other than office furniture of heading no. 9403"
2019,Fiji,Philippines,831190,8311,83,0.251,0.007,"Oil, metals and mineral products",831190,"Wires, rods, tubes, plates, electrodes of base metal or metal carbides: of a kind used for soldering, brazing, welding: wires and rods for metal spraying: n.e.c. in item no. 8311"
2019,Fiji,Poland,711810,7118,71,0.44,,"Oil, metals and mineral products",711810,"Coin (other than gold coin), not being legal tender"
2019,Fiji,Poland,721661,7216,72,6.862,7.994,"Oil, metals and mineral products",721661,"Iron or non-alloy steel: angles, shapes and sections, cold-formed or cold-finished, obtained from flat-rolled products"
2019,Fiji,Portugal,711790,7117,71,0.362,0.072,"Oil, metals and mineral products",711790,"Jewellery: imitation, of other than base metal, whether or not plated with precious metal"
2019,Fiji,Timor-Leste,732111,7321,73,6.801,0.97,"Oil, metals and mineral products",732111,"Cooking appliances and plate warmers: for gas fuel or for both gas and other fuels, of iron or steel"
2019,Fiji,Timor-Leste,821220,8212,82,213.336,,"Oil, metals and mineral products",821220,"Razors: safety razor blades, including razor blade blanks in strips"
2019,Fiji,Timor-Leste,830241,8302,83,0.342,0.12,"Oil, metals and mineral products",830241,"Mountings, fittings and similar articles: of base metal, suitable for buildings"
2019,Fiji,Russian Federation,711810,7118,71,1.681,0.018,"Oil, metals and mineral products",711810,"Coin (other than gold coin), not being legal tender"
2019,Fiji,India,720410,7204,72,19.869,89.148,"Oil, metals and mineral products",720410,Ferrous waste and scrap: of cast iron
2019,Fiji,India,720429,7204,72,6.534,47.0,"Oil, metals and mineral products",720429,Ferrous waste and scrap: of alloy steel (excluding stainless)
2019,Fiji,India,720449,7204,72,213.73,920.0,"Oil, metals and mineral products",720449,Ferrous waste and scrap: n.e.c. in heading no. 7204
2019,Fiji,India,740400,7404,74,301.876,53.44,"Oil, metals and mineral products",740400,Copper: waste and scrap
2019,Fiji,India,760200,7602,76,12.965,10.2,"Oil, metals and mineral products",760200,Aluminium: waste and scrap
2019,Fiji,Singapore,270900,2709,27,21.93,8.36,"Oil, metals and mineral products",270900,"Oils: petroleum oils and oils obtained from bituminous minerals, crude"
2019,Fiji,Singapore,271000,2710,27,5039.358,8869.974,"Oil, metals and mineral products",271000,"Petroleum oils and oils from bituminous minerals, not crude: preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals: these being the basic constituents of the preparations: waste oils"
2019,Fiji,Singapore,710812,7108,71,187.832,0.059,"Oil, metals and mineral products",710812,"Metals: gold, non-monetary, unwrought (but not powder)"
2019,Fiji,Singapore,710900,7109,71,44.215,0.001,"Oil, metals and mineral products",710900,"Base metals or silver: clad with gold, not further worked than semi-manufactured"
2019,Fiji,Singapore,711291,7112,71,896.366,0.024,"Oil, metals and mineral products",711291,"Waste and scrap of precious metals: of gold, including metal clad with gold but excluding sweepings containing other precious metals"
2019,Fiji,Singapore,711319,7113,71,109.616,0.003,"Oil, metals and mineral products",711319,"Jewellery: of precious metal (excluding silver) whether or not plated or clad with precious metal, and parts thereof"
2019,Fiji,Singapore,711320,7113,71,107.624,0.105,"Oil, metals and mineral products",711320,"Jewellery: of base metal clad with precious metal, and parts thereof"
2019,Fiji,Singapore,711419,7114,71,163.624,0.009,"Oil, metals and mineral products",711419,"Goldsmiths' wares: articles of and parts thereof, of precious metal (excluding silver) whether or not plated or clad with precious metal"
2019,Fiji,Singapore,711810,7118,71,4.302,0.006,"Oil, metals and mineral products",711810,"Coin (other than gold coin), not being legal tender"
2019,Fiji,Singapore,732393,7323,73,0.217,0.026,"Oil, metals and mineral products",732393,"Steel, stainless: table, kitchen and other household articles and parts thereof"
2019,Fiji,Singapore,760719,7607,76,0.111,0.001,"Oil, metals and mineral products",760719,"Aluminium: foil, (not backed), of a thickness not exceeding 0.2mm, not rolled"
2019,Fiji,Singapore,761510,7615,76,5.079,0.756,"Oil, metals and mineral products",761510,"Aluminium: table, kitchen or other household articles and parts thereof: pot scourers and scouring or polishing pads, gloves and the like"
2019,Fiji,Singapore,830890,8308,83,0.06,,"Oil, metals and mineral products",830890,"Clasps, frames with clasps, buckles, buckle clasps: of base metal, of a kind used for clothing & accessories, footwear, jewellery, wrist-watches, books, awnings, leather goods, travel goods, saddlery etc, including parts"
2019,Fiji,Slovakia,732690,7326,73,1.181,0.508,"Oil, metals and mineral products",732690,Iron or steel: articles n.e.c. in heading 7326
2019,Fiji,Slovakia,830890,8308,83,1.702,0.02,"Oil, metals and mineral products",830890,"Clasps, frames with clasps, buckles, buckle clasps: of base metal, of a kind used for clothing & accessories, footwear, jewellery, wrist-watches, books, awnings, leather goods, travel goods, saddlery etc, including parts"
2019,Fiji,Viet Nam,761010,7610,76,0.063,0.018,"Oil, metals and mineral products",761010,"Aluminium: structures (excluding prefabricated buildings of heading no. 9406) and parts of structures, doors, windows and their frames and thresholds for doors"
2019,Fiji,Viet Nam,820220,8202,82,0.231,0.02,"Oil, metals and mineral products",820220,"Tools, hand: band saw blades"
2019,Fiji,Slovenia,830140,8301,83,0.278,0.004,"Oil, metals and mineral products",830140,"Locks: (other than those for motor vehicles or furniture), (key, combination or electrically operated), of base metal"
2019,Fiji,South Africa,730890,7308,73,13.317,7.0,"Oil, metals and mineral products",730890,"Iron or steel: structures and parts thereof, n.e.c. in heading 7308"
2019,Fiji,Switzerland,710121,7101,71,0.357,,"Oil, metals and mineral products",710121,"Pearls: cultured, unworked, whether or not graded (but not strung, mounted or set), temporarily strung for the convenience of transport"
2019,Fiji,Switzerland,710122,7101,71,1.332,,"Oil, metals and mineral products",710122,"Pearls: cultured, worked, whether or not graded (but not strung, mounted or set), temporarily strung for the convenience of transport"
2019,Fiji,Switzerland,711610,7116,71,6.689,0.001,"Oil, metals and mineral products",711610,Pearls: articles of natural or cultured pearls
2019,Fiji,Thailand,711810,7118,71,0.06,,"Oil, metals and mineral products",711810,"Coin (other than gold coin), not being legal tender"
2019,Fiji,Tonga,270900,2709,27,24.844,32.5,"Oil, metals and mineral products",270900,"Oils: petroleum oils and oils obtained from bituminous minerals, crude"
2019,Fiji,Tonga,271000,2710,27,42646.146,76082.011,"Oil, metals and mineral products",271000,"Petroleum oils and oils from bituminous minerals, not crude: preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals: these being the basic constituents of the preparations: waste oils"
2019,Fiji,Tonga,271129,2711,27,0.616,0.005,"Oil, metals and mineral products",271129,"Petroleum gases and other gaseous hydrocarbons: in gaseous state, other than natural gas"
2019,Fiji,Tonga,271210,2712,27,1.112,0.211,"Oil, metals and mineral products",271210,Petroleum jelly
2019,Fiji,Tonga,271490,2714,27,253.746,292.02,"Oil, metals and mineral products",271490,"Bitumen and asphalt, natural: asphaltites and asphaltic rock"
2019,Fiji,Tonga,711719,7117,71,0.016,0.04,"Oil, metals and mineral products",711719,"Jewellery: imitation, (excluding cuff links and studs), of base metal, whether or not plated with precious metal"
2019,Fiji,Tonga,721030,7210,72,0.278,0.1,"Oil, metals and mineral products",721030,"Iron or non-alloy steel: flat-rolled, width 600mm or more, electrolytically plated or coated with zinc"
2019,Fiji,Tonga,721041,7210,72,18.379,10.1,"Oil, metals and mineral products",721041,"Iron or non-alloy steel: flat-rolled, width 600mm or more, corrugated, plated or coated with zinc (not electrolytically)"
2019,Fiji,Tonga,721069,7210,72,11.956,3.8,"Oil, metals and mineral products",721069,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with aluminium, other than plated or coated with aluminium zinc-alloys"
2019,Fiji,Tonga,721070,7210,72,34.402,,"Oil, metals and mineral products",721070,"Iron or non-alloy steel: flat-rolled, width 600mm or more, painted, varnished or coated with plastics"
2019,Fiji,Tonga,721090,7210,72,162.45,86.7,"Oil, metals and mineral products",721090,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with materials n.e.c. in heading no. 7210"
2019,Fiji,Tonga,721190,7211,72,0.853,2.4,"Oil, metals and mineral products",721190,"Iron or non-alloy steel: flat-rolled, n.e.c. in heading no. 7211, width less than 600mm"
2019,Fiji,Tonga,721220,7212,72,74.502,41.055,"Oil, metals and mineral products",721220,"Iron or non-alloy steel: flat-rolled, of a width less than 600mm, electrolytically plated or coated with zinc"
2019,Fiji,Tonga,721260,7212,72,2.567,1.1,"Oil, metals and mineral products",721260,"Iron or non-alloy steel: flat-rolled, width less than 600mm, clad"
2019,Fiji,Tonga,721310,7213,72,10.983,6.0,"Oil, metals and mineral products",721310,"Iron or non-alloy steel: bars and rods, hot-rolled, in irregularly wound coils, containing indentations, ribs, grooves or other deformations produced during the rolling process"
2019,Fiji,Tonga,721420,7214,72,93.62,96.0,"Oil, metals and mineral products",721420,"Iron or non-alloy steel: bars and rods, hot-rolled, hot-drawn or hot-extruded, containing indentations, ribs, grooves or other deformations produced during the rolling process or twisted after rolling"
2019,Fiji,Tonga,721499,7214,72,7.109,2.0,"Oil, metals and mineral products",721499,"Iron or non-alloy steel: bars and rods, hot-rolled, hot-drawn or hot-extruded, n.e.c. in heading no. 7214, other than of rectangular cross-section"
2019,Fiji,Tonga,721710,7217,72,5.663,4.7,"Oil, metals and mineral products",721710,"Iron or non-alloy steel: wire, (not plated or coated), whether or not polished"
2019,Fiji,Tonga,721790,7217,72,3.599,1.575,"Oil, metals and mineral products",721790,"Iron or non-alloy steel: wire, n.e.c. in heading no. 7217"
2019,Fiji,Tonga,722220,7222,72,8.353,7.85,"Oil, metals and mineral products",722220,"Steel, stainless: bars and rods, cold-formed or cold-finished"
2019,Fiji,Tonga,722230,7222,72,0.069,0.002,"Oil, metals and mineral products",722230,"Steel, stainless: bars and rods, n.e.c. in heading no. 7222"
2019,Fiji,Tonga,722860,7228,72,8.047,5.0,"Oil, metals and mineral products",722860,"Steel, alloy: bars and rods n.e.c. in heading no. 7228"
2019,Fiji,Tonga,722870,7228,72,10.97,6.5,"Oil, metals and mineral products",722870,"Steel, alloy: angles, shapes and sections"
2019,Fiji,Tonga,730411,7304,73,11.029,4.53,"Oil, metals and mineral products",730411,"Iron or steel (excluding cast iron): seamless, line pipe of a kind used for oil or gas pipelines, of stainless steel"
2019,Fiji,Tonga,730431,7304,73,0.778,0.451,"Oil, metals and mineral products",730431,"Iron or non-alloy steel (excluding cast iron): seamless, cold-drawn or cold-rolled, tubes, pipes and hollow profiles of circular cross-section"
2019,Fiji,Tonga,730459,7304,73,0.382,0.1,"Oil, metals and mineral products",730459,"Steel, alloy (not stainless steel): (excluding cold-drawn or cold-rolled), tubes, pipes and hollow profiles of circular cross-section"
2019,Fiji,Tonga,730611,7306,73,5.096,4.5,"Oil, metals and mineral products",730611,"Steel: stainless: line pipe of a kind used for oil or gas pipelines n.e.c. in chapter 73, welded, (not seamless)"
2019,Fiji,Tonga,730690,7306,73,0.541,0.025,"Oil, metals and mineral products",730690,"Iron or steel (excluding cast iron): tubes, pipes and hollow profiles (not seamless), n.e.c. in chapter 73"
2019,Fiji,Tonga,730719,7307,73,0.128,0.002,"Oil, metals and mineral products",730719,"Iron or steel: cast fittings, other than of non-malleable cast iron"
2019,Fiji,Tonga,730721,7307,73,1.642,16.972,"Oil, metals and mineral products",730721,"Steel, stainless: tube or pipe fittings, flanges, of stainless steel"
2019,Fiji,Tonga,730729,7307,73,0.322,0.002,"Oil, metals and mineral products",730729,"Steel, stainless: tube or pipe fittings, n.e.c. in item no. 7307.2"
2019,Fiji,Tonga,730791,7307,73,2.771,3.5,"Oil, metals and mineral products",730791,"Iron or steel: tube or pipe fittings, flanges, other than stainless steel"
2019,Fiji,Tonga,730799,7307,73,65.838,21.258,"Oil, metals and mineral products",730799,"Iron or steel: tube or pipe fittings, n.e.c. in item no. 7307.9, other than stainless steel"
2019,Fiji,Tonga,730830,7308,73,1.636,0.6,"Oil, metals and mineral products",730830,"Iron or steel: structures and parts thereof, doors, windows and their frames and thresholds for doors"
2019,Fiji,Tonga,730890,7308,73,242.275,68.053,"Oil, metals and mineral products",730890,"Iron or steel: structures and parts thereof, n.e.c. in heading 7308"
2019,Fiji,Tonga,731029,7310,73,5.838,9.964,"Oil, metals and mineral products",731029,"Tanks, casks, drums, boxes and similar containers for any material (excluding compressed or liquefied gas) less than 50l capacity, n.e.c. in item no. 7310.2, of iron or steel"
2019,Fiji,Tonga,731100,7311,73,46.683,5.2,"Oil, metals and mineral products",731100,"Containers for compressed or liquefied gas, of iron or steel"
2019,Fiji,Tonga,731290,7312,73,4.461,2.715,"Oil, metals and mineral products",731290,"Iron or steel: plaited bands, slings and the like, not electrically insulated"
2019,Fiji,Tonga,731300,7313,73,34.04,15.032,"Oil, metals and mineral products",731300,"Iron of steel: barbed wire, twisted hoop or single flat wire and loosely twisted double wire, used for fencing"
2019,Fiji,Tonga,731419,7314,73,0.117,0.011,"Oil, metals and mineral products",731419,"Iron or steel: woven cloth, other than of stainless steel"
2019,Fiji,Tonga,731420,7314,73,29.238,26.099,"Oil, metals and mineral products",731420,"Iron or steel wire: grill, netting and fencing, welded at intersections, of wire with a maximum cross-sectional dimension of 3mm or more and mesh size 100cm2 or more"
2019,Fiji,Tonga,731431,7314,73,0.242,0.002,"Oil, metals and mineral products",731431,"Iron or steel wire: grill, netting and fencing, welded at the intersection, n.e.c. in item no. 7314.20, plated or coated with zinc"
2019,Fiji,Tonga,731439,7314,73,0.17,0.137,"Oil, metals and mineral products",731439,"Iron or steel wire: grill, netting and fencing, welded at the intersection, n.e.c. in item no. 7314.20, (other than plated or coated with zinc)"
2019,Fiji,Tonga,731441,7314,73,47.094,22.907,"Oil, metals and mineral products",731441,"Iron or steel wire: grill, netting and fencing, plated or coated with zinc"
2019,Fiji,Tonga,731449,7314,73,35.126,26.621,"Oil, metals and mineral products",731449,"Iron or steel wire: grill, netting and fencing, coated with materials other than zinc or plastic"
2019,Fiji,Tonga,731450,7314,73,22.094,9.25,"Oil, metals and mineral products",731450,Iron or steel: expanded metal
2019,Fiji,Tonga,731700,7317,73,91.352,55.161,"Oil, metals and mineral products",731700,"Iron or steel: nails, tacks, drawing pins, corrugated nails, staples (not those of heading no. 8305) and the like, with heads of other material or not, but excluding articles with heads of copper"
2019,Fiji,Tonga,731812,7318,73,0.585,0.05,"Oil, metals and mineral products",731812,Iron or steel: threaded wood screws other than coach screws
2019,Fiji,Tonga,731815,7318,73,19.788,3.949,"Oil, metals and mineral products",731815,"Iron or steel: threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers"
2019,Fiji,Tonga,731816,7318,73,0.067,0.01,"Oil, metals and mineral products",731816,Iron or steel: threaded nuts
2019,Fiji,Tonga,731819,7318,73,4.073,1.51,"Oil, metals and mineral products",731819,"Iron or steel: threaded screws, bolts and nuts n.e.c. in item no. 7318.1"
2019,Fiji,Tonga,731822,7318,73,0.282,0.052,"Oil, metals and mineral products",731822,"Iron or steel: non-threaded washers, excluding spring and lock"
2019,Fiji,Tonga,731823,7318,73,0.149,0.049,"Oil, metals and mineral products",731823,Iron or steel: non-threaded rivets
2019,Fiji,Tonga,731829,7318,73,0.615,0.044,"Oil, metals and mineral products",731829,"Iron or steel: non-threaded articles, n.e.c. in item no. 7318.2"
2019,Fiji,Tonga,731990,7319,73,0.082,0.2,"Oil, metals and mineral products",731990,"Sewing and knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, not elsewhere specified or included, of iron or steel"
2019,Fiji,Tonga,732111,7321,73,2.404,0.343,"Oil, metals and mineral products",732111,"Cooking appliances and plate warmers: for gas fuel or for both gas and other fuels, of iron or steel"
2019,Fiji,Tonga,732181,7321,73,0.087,0.011,"Oil, metals and mineral products",732181,"Domestic appliances: non-electric, (other than cookers and plate warmers), for gas fuel or for both gas and other fuels, of iron or steel"
2019,Fiji,Tonga,732190,7321,73,0.859,0.123,"Oil, metals and mineral products",732190,"Domestic appliances: non-electric, parts thereof, of iron or steel"
2019,Fiji,Tonga,732310,7323,73,0.522,0.136,"Oil, metals and mineral products",732310,"Iron or steel: wool, pot scourers and scouring or polishing pads, gloves and the like"
2019,Fiji,Tonga,732393,7323,73,0.009,0.002,"Oil, metals and mineral products",732393,"Steel, stainless: table, kitchen and other household articles and parts thereof"
2019,Fiji,Tonga,732410,7324,73,4.573,1.505,"Oil, metals and mineral products",732410,"Steel: sinks and wash basins, of stainless steel"
2019,Fiji,Tonga,732429,7324,73,1.0,0.25,"Oil, metals and mineral products",732429,Iron (other than cast) or steel: baths
2019,Fiji,Tonga,732490,7324,73,1.015,0.3,"Oil, metals and mineral products",732490,"Iron or steel: sanitary ware and parts thereof, excluding sinks, wash basins and baths"
2019,Fiji,Tonga,732690,7326,73,89.701,25.406,"Oil, metals and mineral products",732690,Iron or steel: articles n.e.c. in heading 7326
2019,Fiji,Tonga,740729,7407,74,1.01,0.021,"Oil, metals and mineral products",740729,"Copper: bars, rods and profiles, of copper alloys (other than copper-zinc base alloys)"
2019,Fiji,Tonga,740931,7409,74,72.017,42.311,"Oil, metals and mineral products",740931,"Copper: strip, of a thickness exceeding 0.15mm, of copper-tin base alloys (bronze), in coils"
2019,Fiji,Tonga,741129,7411,74,0.712,0.02,"Oil, metals and mineral products",741129,"Copper: tubes and pipes, of copper alloys (other than copper-zinc, copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel-silver))"
2019,Fiji,Tonga,741533,7415,74,0.218,1.01,"Oil, metals and mineral products",741533,"Copper: screws, bolts and nuts, threaded"
2019,Fiji,Tonga,741539,7415,74,1.682,0.43,"Oil, metals and mineral products",741539,Copper: articles n.e.c. in heading no. 7415
2019,Fiji,Tonga,741810,7418,74,4.871,2.15,"Oil, metals and mineral products",741810,"Copper: table, kitchen or other household articles and parts thereof: pot scourers and scouring or polishing pads, gloves and the like"
2019,Fiji,Tonga,741999,7419,74,0.382,0.16,"Oil, metals and mineral products",741999,Copper: articles n.e.c. in heading no. 7419
2019,Fiji,Tonga,760429,7604,76,0.133,0.05,"Oil, metals and mineral products",760429,"Aluminium: alloys, bars, rods and profiles, other than hollow"
2019,Fiji,Tonga,760711,7607,76,3.19,0.822,"Oil, metals and mineral products",760711,"Aluminium: foil, (not backed), rolled (but not further worked), of a thickness not exceeding 0.2mm"
2019,Fiji,Tonga,761010,7610,76,4.899,2.086,"Oil, metals and mineral products",761010,"Aluminium: structures (excluding prefabricated buildings of heading no. 9406) and parts of structures, doors, windows and their frames and thresholds for doors"
