Year,Exporting country,Importing country,Product category,hs4,hs2,Value of the trade flow (thousands current USD),Quantity (in metric tons),Category,code,description
2019,Fiji,Kiribati,731829,7318,73,0.362,0.502,"Oil, metals and mineral products",731829,"Iron or steel: non-threaded articles, n.e.c. in item no. 7318.2"
2019,Fiji,Kiribati,731990,7319,73,0.27,0.027,"Oil, metals and mineral products",731990,"Sewing and knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, not elsewhere specified or included, of iron or steel"
2019,Fiji,Kiribati,732111,7321,73,8.765,1.25,"Oil, metals and mineral products",732111,"Cooking appliances and plate warmers: for gas fuel or for both gas and other fuels, of iron or steel"
2019,Fiji,Kiribati,732112,7321,73,19.921,,"Oil, metals and mineral products",732112,"Cooking appliances and plate warmers: for liquid fuel, of iron or steel"
2019,Fiji,Kiribati,732181,7321,73,3.058,0.405,"Oil, metals and mineral products",732181,"Domestic appliances: non-electric, (other than cookers and plate warmers), for gas fuel or for both gas and other fuels, of iron or steel"
2019,Fiji,Kiribati,732190,7321,73,0.417,0.06,"Oil, metals and mineral products",732190,"Domestic appliances: non-electric, parts thereof, of iron or steel"
2019,Fiji,Kiribati,732393,7323,73,1.783,0.16,"Oil, metals and mineral products",732393,"Steel, stainless: table, kitchen and other household articles and parts thereof"
2019,Fiji,Kiribati,732399,7323,73,0.146,0.148,"Oil, metals and mineral products",732399,"Iron or steel: table, kitchen and other household articles and parts thereof, of iron or steel n.e.c. in heading no. 7323"
2019,Fiji,Kiribati,732410,7324,73,4.157,6.353,"Oil, metals and mineral products",732410,"Steel: sinks and wash basins, of stainless steel"
2019,Fiji,Kiribati,732429,7324,73,0.038,0.001,"Oil, metals and mineral products",732429,Iron (other than cast) or steel: baths
2019,Fiji,Kiribati,732490,7324,73,1.932,0.03,"Oil, metals and mineral products",732490,"Iron or steel: sanitary ware and parts thereof, excluding sinks, wash basins and baths"
2019,Fiji,Kiribati,732510,7325,73,0.065,0.005,"Oil, metals and mineral products",732510,Iron: articles of non-malleable cast iron
2019,Fiji,Kiribati,732619,7326,73,1.622,0.135,"Oil, metals and mineral products",732619,"Iron or steel: articles n.e.c. in item no. 7326.11, forged or stamped, but not further worked"
2019,Fiji,Kiribati,732620,7326,73,0.108,0.5,"Oil, metals and mineral products",732620,Iron or steel: wire articles
2019,Fiji,Kiribati,732690,7326,73,91.685,30.119,"Oil, metals and mineral products",732690,Iron or steel: articles n.e.c. in heading 7326
2019,Fiji,Kiribati,741110,7411,74,0.115,0.007,"Oil, metals and mineral products",741110,"Copper: tubes and pipes, of refined copper"
2019,Fiji,Kiribati,741220,7412,74,0.346,0.07,"Oil, metals and mineral products",741220,"Copper: tube or pipe fittings (e.g. couplings, elbows, sleeves) of copper alloys"
2019,Fiji,Kiribati,741533,7415,74,1.194,0.725,"Oil, metals and mineral products",741533,"Copper: screws, bolts and nuts, threaded"
2019,Fiji,Kiribati,741539,7415,74,8.515,5.623,"Oil, metals and mineral products",741539,Copper: articles n.e.c. in heading no. 7415
2019,Fiji,Kiribati,760711,7607,76,0.069,0.1,"Oil, metals and mineral products",760711,"Aluminium: foil, (not backed), rolled (but not further worked), of a thickness not exceeding 0.2mm"
2019,Fiji,Kiribati,760719,7607,76,0.407,0.891,"Oil, metals and mineral products",760719,"Aluminium: foil, (not backed), of a thickness not exceeding 0.2mm, not rolled"
2019,Fiji,Kiribati,760720,7607,76,3.661,0.491,"Oil, metals and mineral products",760720,"Aluminium: foil, backed with paper, paperboard, plastics or similar backing materials, of a thickness (excluding any backing) not exceeding 0.2mm"
2019,Fiji,Kiribati,760810,7608,76,0.433,0.02,"Oil, metals and mineral products",760810,"Aluminium: tubes and pipes, not alloyed"
2019,Fiji,Kiribati,761010,7610,76,20.074,8.206,"Oil, metals and mineral products",761010,"Aluminium: structures (excluding prefabricated buildings of heading no. 9406) and parts of structures, doors, windows and their frames and thresholds for doors"
2019,Fiji,Kiribati,761090,7610,76,15.477,8.045,"Oil, metals and mineral products",761090,"Aluminium: structures (excluding prefabricated buildings of heading no. 9406) and parts of structures, n.e.c. in heading no. 7610, plates, rods, profiles, tubes and the like"
2019,Fiji,Kiribati,761510,7615,76,2.787,0.118,"Oil, metals and mineral products",761510,"Aluminium: table, kitchen or other household articles and parts thereof: pot scourers and scouring or polishing pads, gloves and the like"
2019,Fiji,Kiribati,790700,7907,79,8.573,3.79,"Oil, metals and mineral products",790700,Zinc: articles n.e.c. in chapter 79
2019,Fiji,Kiribati,820110,8201,82,22.344,8.519,"Oil, metals and mineral products",820110,"Tools, hand: spades and shovels"
2019,Fiji,Kiribati,820130,8201,82,0.092,0.105,"Oil, metals and mineral products",820130,"Tools, hand: mattocks, picks, hoes and rakes"
2019,Fiji,Kiribati,820140,8201,82,1.437,0.684,"Oil, metals and mineral products",820140,"Tools, hand: axes, bill hooks and similar hewing tools, of a kind used in agriculture, horticulture or forestry"
2019,Fiji,Kiribati,820160,8201,82,0.162,0.06,"Oil, metals and mineral products",820160,"Tools, hand: hedge shears, two-handed pruning shears and similar two-handed shears"
2019,Fiji,Kiribati,820190,8201,82,0.999,0.56,"Oil, metals and mineral products",820190,"Tools, hand: forks, scythes, sickles, hay knives, timber wedges, and other hand tools of a kind used in agriculture, horticulture or forestry n.e.c. in heading 8201"
2019,Fiji,Kiribati,820210,8202,82,5.206,2.325,"Oil, metals and mineral products",820210,"Tools, hand: hand saws"
2019,Fiji,Kiribati,820239,8202,82,0.891,0.229,"Oil, metals and mineral products",820239,"Tools, hand: circular saw blades (including slitting or slotting saw blades), with working part of materials (other than steel)"
2019,Fiji,Kiribati,820291,8202,82,0.322,0.502,"Oil, metals and mineral products",820291,"Tools, hand: straight saw blades, for working metal"
2019,Fiji,Kiribati,820299,8202,82,0.296,0.541,"Oil, metals and mineral products",820299,"Tools, hand: saw blades n.e.c. in heading no. 8202"
2019,Fiji,Kiribati,820310,8203,82,0.407,0.052,"Oil, metals and mineral products",820310,"Tools, hand: files, rasps and similar tools"
2019,Fiji,Kiribati,820320,8203,82,76.862,2.983,"Oil, metals and mineral products",820320,"Tools, hand: pliers (including cutting pliers), pincers, tweezers and similar tools"
2019,Fiji,Kiribati,820330,8203,82,0.127,0.06,"Oil, metals and mineral products",820330,"Tools, hand: metal cutting shears and similar tools"
2019,Fiji,Kiribati,820340,8203,82,2.838,1.062,"Oil, metals and mineral products",820340,"Tools, hand: pipe-cutters, bolt croppers, perforating punches and similar tools"
2019,Fiji,Kiribati,820412,8204,82,0.538,0.545,"Oil, metals and mineral products",820412,"Tools, hand: hand-operated spanners and wrenches (including torque meter wrenches but not including tap wrenches), adjustable"
2019,Fiji,Kiribati,820420,8204,82,1.802,0.606,"Oil, metals and mineral products",820420,"Tools, hand: interchangeable spanner sockets, with or without handles"
2019,Fiji,Kiribati,820510,8205,82,0.208,0.003,"Oil, metals and mineral products",820510,"Tools, hand: drilling, threading or tapping tools"
2019,Fiji,Kiribati,820520,8205,82,2.959,2.707,"Oil, metals and mineral products",820520,"Tools, hand: hammers and sledge hammers"
2019,Fiji,Kiribati,820530,8205,82,0.316,2.099,"Oil, metals and mineral products",820530,"Tools, hand: planes, chisels, gauges and similar cutting tools for working wood"
2019,Fiji,Kiribati,820540,8205,82,2.808,0.666,"Oil, metals and mineral products",820540,"Tools, hand: screwdrivers"
2019,Fiji,Kiribati,820559,8205,82,29.998,6.59,"Oil, metals and mineral products",820559,"Tools, hand: other hand tools (including glaziers diamonds), excluding household tools, drilling, threading or tapping tools, hammers and sledge hammers, planes, chisels, gouges and similar cutting tools for working wood, and screwdrivers"
2019,Fiji,Kiribati,820570,8205,82,0.767,0.2,"Oil, metals and mineral products",820570,"Tools, hand: vices, clamps and the like"
2019,Fiji,Kiribati,820590,8205,82,0.217,0.1,"Oil, metals and mineral products",820590,"Tools, hand: n.e.c. in heading 8205, including anvils, portable forges, hand or pedal-operated grinding wheels with frameworks, and sets of articles of two or more of the subheadings in heading 8205"
2019,Fiji,Kiribati,820600,8206,82,0.059,0.003,"Oil, metals and mineral products",820600,"Tools, hand: two or more of heading no. 8202 to 8205, put up in sets for retail sale"
2019,Fiji,Kiribati,820750,8207,82,0.255,0.08,"Oil, metals and mineral products",820750,"Tools, interchangeable: (for machine or hand tools, whether or not power-operated), tools for drilling (other than rock)"
2019,Fiji,Kiribati,820790,8207,82,2.407,2.803,"Oil, metals and mineral products",820790,"Tools, interchangeable: (for machine or hand tools, whether or not power-operated), for screw-driving or uses n.e.c. in heading no. 8207"
2019,Fiji,Kiribati,820810,8208,82,0.861,0.08,"Oil, metals and mineral products",820810,"Tools: knives and cutting blades, for machines or for mechanical appliances, for metal working"
2019,Fiji,Kiribati,820890,8208,82,2.562,0.557,"Oil, metals and mineral products",820890,"Tools: knives and cutting blades, for machines or mechanical appliances, n.e.c. in heading no. 8208"
2019,Fiji,Kiribati,821192,8211,82,3.413,0.07,"Oil, metals and mineral products",821192,"Knives: having fixed cutting blades, (other than table knives), serrated or not, excluding knives and blades of heading no. 8208"
2019,Fiji,Kiribati,821194,8211,82,0.064,0.116,"Oil, metals and mineral products",821194,"Blades: cutting, serrated or not, excluding those of heading no. 8208"
2019,Fiji,Kiribati,821220,8212,82,15.054,,"Oil, metals and mineral products",821220,"Razors: safety razor blades, including razor blade blanks in strips"
2019,Fiji,Kiribati,821599,8215,82,0.008,0.006,"Oil, metals and mineral products",821599,Cutlery: other than plated with precious metal
2019,Fiji,Kiribati,830110,8301,83,4.275,2.643,"Oil, metals and mineral products",830110,"Padlocks: (key, combination or electrically operated), of base metal"
2019,Fiji,Kiribati,830130,8301,83,1.062,0.26,"Oil, metals and mineral products",830130,"Locks: of a kind used for furniture (key, combination or electrically operated), of base metal"
2019,Fiji,Kiribati,830140,8301,83,4.999,5.555,"Oil, metals and mineral products",830140,"Locks: (other than those for motor vehicles or furniture), (key, combination or electrically operated), of base metal"
2019,Fiji,Kiribati,830210,8302,83,11.593,1.46,"Oil, metals and mineral products",830210,"Hinges: suitable for furniture, doors, staircases, windows, blinds, coachwork, saddlery, trunks, chests, caskets or the like, of base metal"
2019,Fiji,Kiribati,830241,8302,83,13.122,4.798,"Oil, metals and mineral products",830241,"Mountings, fittings and similar articles: of base metal, suitable for buildings"
2019,Fiji,Kiribati,830249,8302,83,0.164,0.111,"Oil, metals and mineral products",830249,"Mountings, fittings and similar articles: suitable for other than buildings or furniture, of base metal"
2019,Fiji,Kiribati,830400,8304,83,0.509,0.05,"Oil, metals and mineral products",830400,"Office equipment: filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands and similar office or desk equipment, of base metal, other than office furniture of heading no. 9403"
2019,Fiji,Kiribati,830710,8307,83,0.02,0.002,"Oil, metals and mineral products",830710,"Tubing: flexible, with or without fittings, of iron or steel"
2019,Fiji,Kiribati,830810,8308,83,0.173,0.1,"Oil, metals and mineral products",830810,"Hooks, eyes and eyelets: of base metal, of a kind used for clothing, footwear, awnings, handbags, travel goods or other made up articles"
2019,Fiji,Kiribati,831110,8311,83,0.72,0.675,"Oil, metals and mineral products",831110,"Electrodes: coated, of base metal, for electric arc-welding"
2019,Fiji,Kiribati,831120,8311,83,3.475,2.379,"Oil, metals and mineral products",831120,"Wire: cored, of base metal, for electric arc-welding"
2019,Fiji,Kiribati,831190,8311,83,1.79,2.533,"Oil, metals and mineral products",831190,"Wires, rods, tubes, plates, electrodes of base metal or metal carbides: of a kind used for soldering, brazing, welding: wires and rods for metal spraying: n.e.c. in item no. 8311"
2019,Fiji,Guam,731439,7314,73,1.39,0.017,"Oil, metals and mineral products",731439,"Iron or steel wire: grill, netting and fencing, welded at the intersection, n.e.c. in item no. 7314.20, (other than plated or coated with zinc)"
2019,Fiji,"China, Hong Kong SAR",260112,2601,26,1379.887,43847.8,"Oil, metals and mineral products",260112,Iron ores and concentrates: agglomerated (excluding roasted iron pyrites)
2019,Fiji,"China, Hong Kong SAR",710812,7108,71,394.656,0.012,"Oil, metals and mineral products",710812,"Metals: gold, non-monetary, unwrought (but not powder)"
2019,Fiji,"China, Hong Kong SAR",710900,7109,71,114.095,0.002,"Oil, metals and mineral products",710900,"Base metals or silver: clad with gold, not further worked than semi-manufactured"
2019,Fiji,"China, Hong Kong SAR",711319,7113,71,4.64,0.016,"Oil, metals and mineral products",711319,"Jewellery: of precious metal (excluding silver) whether or not plated or clad with precious metal, and parts thereof"
2019,Fiji,"China, Hong Kong SAR",711610,7116,71,0.507,0.001,"Oil, metals and mineral products",711610,Pearls: articles of natural or cultured pearls
2019,Fiji,"China, Hong Kong SAR",711719,7117,71,13.293,0.069,"Oil, metals and mineral products",711719,"Jewellery: imitation, (excluding cuff links and studs), of base metal, whether or not plated with precious metal"
2019,Fiji,"China, Hong Kong SAR",711790,7117,71,8.507,0.035,"Oil, metals and mineral products",711790,"Jewellery: imitation, of other than base metal, whether or not plated with precious metal"
2019,Fiji,"China, Hong Kong SAR",732393,7323,73,0.503,0.047,"Oil, metals and mineral products",732393,"Steel, stainless: table, kitchen and other household articles and parts thereof"
2019,Fiji,"China, Hong Kong SAR",732399,7323,73,0.286,0.053,"Oil, metals and mineral products",732399,"Iron or steel: table, kitchen and other household articles and parts thereof, of iron or steel n.e.c. in heading no. 7323"
2019,Fiji,"China, Hong Kong SAR",732690,7326,73,1.822,0.011,"Oil, metals and mineral products",732690,Iron or steel: articles n.e.c. in heading 7326
